abnormal_time,abnormalpattern_noerror_ranked,abnormalpattern_error_ranked,inject_time,inject_pod,inject_type
2022-08-22 07:19,"[{'events': '121_122', 'score': -0.15068493150684936, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': -0.15068493150684936, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '145_146', 'score': -0.1428571428571429, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_109', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '127_128', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '127_171', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '129_130', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '129_169', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 07:17:55,shippingservice-7b598fc7d-lmggd,network_delay
2022-08-22 07:27,"[{'events': '62_184', 'score': 1.0, 'deepth': 4, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '66_184', 'score': 1.0, 'deepth': 4, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '58_59', 'score': 1.0, 'deepth': 3, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '58_63', 'score': 1.0, 'deepth': 3, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '54_55', 'score': 1.0, 'deepth': 2, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '2_109', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_120', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_23', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 07:26:48,shippingservice-7b598fc7d-lmggd,cpu_contention
2022-08-22 07:28,"[{'events': '62_184', 'score': 1.0, 'deepth': 4, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '66_184', 'score': 1.0, 'deepth': 4, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '58_59', 'score': 1.0, 'deepth': 3, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '58_63', 'score': 1.0, 'deepth': 3, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '54_55', 'score': 1.0, 'deepth': 2, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '2_107', 'score': 0.22666666666666657, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '2_76', 'score': -0.16000000000000003, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '77_78', 'score': -0.16000000000000003, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': -0.16000000000000003, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '106_92', 'score': 0.15447154471544722, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}]",[],2022-08-22 07:26:48,shippingservice-7b598fc7d-lmggd,cpu_contention
2022-08-22 07:45,"[{'events': '2_84', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '106_92', 'score': -0.6507936507936508, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_99', 'score': -0.6507936507936508, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '89_103', 'score': -0.6507936507936508, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '89_90'}, {'events': '91_105', 'score': -0.6507936507936508, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft', 'events_expected': '91_93'}, {'events': '2_107', 'score': 0.1470588235294117, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '2_76', 'score': -0.10476190476190472, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '77_78', 'score': -0.10476190476190472, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': -0.10476190476190472, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_3', 'score': 0.06140350877192979, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}]",[],2022-08-22 07:44:20,adservice-5f6585d649-fnmft,return
2022-08-22 07:46,"[{'events': '2_84', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '2_107', 'score': 0.1470588235294117, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '89_90', 'score': 0.11940298507462677, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '83_84', 'score': -0.08067542213883683, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_109', 'score': 0.07692307692307687, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': 0.07692307692307687, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': 0.07692307692307687, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_120', 'score': 0.07692307692307687, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_23', 'score': 0.07692307692307687, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_124', 'score': 0.07692307692307687, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 07:44:20,adservice-5f6585d649-fnmft,return
2022-08-22 07:54,"[{'events': '106_92', 'score': -0.5757575757575757, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '99_83', 'score': -0.5757575757575757, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_103', 'score': -0.5757575757575757, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '89_90'}, {'events': '91_105', 'score': -0.5757575757575757, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft', 'events_expected': '91_93'}, {'events': '121_122', 'score': 0.16831683168316824, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': 0.16831683168316824, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '145_146', 'score': 0.14893617021276606, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_109', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '99_201', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '99_83'}]",2022-08-22 07:53:33,adservice-5f6585d649-fnmft,exception
2022-08-22 07:55,"[{'events': '2_107', 'score': 0.1594202898550725, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '83_84', 'score': -0.1428571428571429, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '90_91', 'score': -0.1428571428571429, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_109', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_120', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_23', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_124', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_51', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '99_201', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '99_83'}]",2022-08-22 07:53:33,adservice-5f6585d649-fnmft,exception
2022-08-23 12:02,"[{'events': '5_12', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_67', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_184', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_6', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_8', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_10', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_85', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_14', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_101', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_77', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-23 12:01:25,frontend-579b9bff58-t2dbm,cpu_contention
2022-08-23 12:03,"[{'events': '5_12', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_67', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_184', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_6', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_8', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_10', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_85', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_14', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_101', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_77', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-23 12:01:25,frontend-579b9bff58-t2dbm,cpu_contention
2022-08-23 12:11,"[{'events': '186_82', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': -0.7729468599033816, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '83_84', 'score': -0.7267441860465116, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '85_86', 'score': -0.7267441860465116, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '85_87', 'score': -0.7267441860465116, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '90_91', 'score': -0.7267441860465116, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '10_11', 'score': -0.4422310756972112, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '10_26', 'score': -0.4422310756972112, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '30_31', 'score': -0.4422310756972112, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '30_32', 'score': -0.4422310756972112, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}]",2022-08-23 12:10:21,frontend-579b9bff58-t2dbm,return
2022-08-23 12:12,"[{'events': '186_82', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': -0.7069767441860465, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '83_84', 'score': -0.65, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '85_86', 'score': -0.65, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '85_87', 'score': -0.65, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '90_91', 'score': -0.65, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '10_11', 'score': -0.46855983772819476, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '10_26', 'score': -0.46855983772819476, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '30_31', 'score': -0.46855983772819476, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '30_32', 'score': -0.46855983772819476, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}]",2022-08-23 12:10:21,frontend-579b9bff58-t2dbm,return
2022-08-23 12:19,"[{'events': '5_12', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_67', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_184', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_6', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_8', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_10', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_85', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_14', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_77', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_101', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-23 12:18:23,frontend-579b9bff58-t2dbm,cpu_consumed
2022-08-23 12:20,"[{'events': '5_12', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_67', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_184', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_6', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_8', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_10', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_85', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_14', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_77', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_101', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-23 12:18:23,frontend-579b9bff58-t2dbm,cpu_consumed
2022-08-23 12:28,"[{'events': '2_76', 'score': 0.09615384615384626, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '77_78', 'score': 0.09615384615384626, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': 0.09615384615384626, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_122', 'score': -0.08235294117647063, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': -0.08235294117647063, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '145_146', 'score': -0.06666666666666665, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_3', 'score': 0.06481481481481488, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '14_15', 'score': 0.06481481481481488, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '14_51', 'score': 0.06481481481481488, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '55_56', 'score': 0.05179282868525892, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}]",2022-08-23 12:27:23,frontend-579b9bff58-t2dbm,exception
2022-08-23 12:29,"[{'events': '2_107', 'score': 0.05128205128205132, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '106_92', 'score': 0.04424778761061954, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_99', 'score': 0.04424778761061954, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '84_100', 'score': 0.04424778761061954, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '84_82'}, {'events': '101_102', 'score': 0.04424778761061954, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '101_32', 'score': 0.04424778761061954, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_103', 'score': 0.04424778761061954, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '89_90'}, {'events': '91_105', 'score': 0.04424778761061954, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft', 'events_expected': '91_93'}, {'events': '73_74', 'score': 0.03041825095057038, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 0.03041825095057038, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}]",2022-08-23 12:27:23,frontend-579b9bff58-t2dbm,exception
2022-08-23 12:36,"[{'events': '2_107', 'score': 0.13953488372093026, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '106_92', 'score': 0.1074380165289257, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_99', 'score': 0.1074380165289257, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '84_100', 'score': 0.1074380165289257, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '84_82'}, {'events': '101_102', 'score': 0.1074380165289257, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '101_32', 'score': 0.1074380165289257, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_103', 'score': 0.1074380165289257, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '89_90'}, {'events': '91_105', 'score': 0.1074380165289257, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft', 'events_expected': '91_93'}, {'events': '73_74', 'score': 0.0568654646324549, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 0.0568654646324549, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-23 12:35:57,cartservice-579f59597d-wc2lz,network_delay
2022-08-23 12:37,"[{'events': '121_122', 'score': -0.06976744186046513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': -0.06976744186046513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '145_146', 'score': -0.06666666666666665, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_109', 'score': -0.05882352941176472, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': -0.05882352941176472, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': -0.05882352941176472, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_120', 'score': -0.05882352941176472, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_23', 'score': -0.05882352941176472, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_124', 'score': -0.05882352941176472, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_51', 'score': -0.05882352941176472, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-23 12:35:57,cartservice-579f59597d-wc2lz,network_delay
2022-08-23 12:46,"[{'events': '25_184', 'score': 1.0, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz'}, {'events': '81_184', 'score': 1.0, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz'}, {'events': '170_184', 'score': 1.0, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz'}, {'events': '2_76', 'score': 0.1454545454545455, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '77_78', 'score': 0.1454545454545455, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': 0.1454545454545455, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_107', 'score': -0.08823529411764708, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '2_3', 'score': 0.08181818181818179, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '14_15', 'score': 0.08181818181818179, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '14_51', 'score': 0.08181818181818179, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-23 12:45:08,cartservice-579f59597d-wc2lz,cpu_contention
2022-08-23 12:47,"[{'events': '25_184', 'score': 1.0, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz'}, {'events': '81_184', 'score': 1.0, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz'}, {'events': '170_184', 'score': 1.0, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz'}, {'events': '2_3', 'score': 0.06481481481481488, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '14_15', 'score': 0.06481481481481488, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '14_51', 'score': 0.06481481481481488, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_107', 'score': -0.05714285714285716, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '55_56', 'score': 0.05179282868525892, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '59_60', 'score': 0.05179282868525892, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '63_64', 'score': 0.05179282868525892, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-23 12:45:08,cartservice-579f59597d-wc2lz,cpu_contention
2022-08-23 12:54,"[{'events': '110_4', 'score': 0.12195121951219523, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_112', 'score': 0.12195121951219523, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_109', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_113', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_120', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_23', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_124', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_51', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '125_126', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '125_175', 'score': 0.10000000000000009, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}]",2022-08-23 12:53:52,checkoutservice-578fcf4766-9csqn,network_delay
2022-08-23 12:55,"[{'events': '121_122', 'score': -0.3142857142857143, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': -0.3142857142857143, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '145_146', 'score': -0.24271844660194175, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_109', 'score': -0.09090909090909094, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': -0.09090909090909094, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': -0.09090909090909094, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_120', 'score': -0.09090909090909094, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_23', 'score': -0.09090909090909094, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_124', 'score': -0.09090909090909094, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_51', 'score': -0.09090909090909094, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-23 12:53:52,checkoutservice-578fcf4766-9csqn,network_delay
