abnormal_time,abnormal_patternnoerror_ranked,abnormal_patternerror_ranked,total_score,inject_time,inject_pod,inject_type
2022-08-22 07:55,"[{'events': '47_48', 'score': 151, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 151, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': 143, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': 141, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 141, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '83_84', 'score': 72, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '90_91', 'score': 72, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '97_98', 'score': 63, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_82', 'score': 20, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_90', 'score': 20, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '99_201', 'score': 60, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",52610,2022-08-22 07:53:33,adservice-5f6585d649-fnmft,exception
2022-08-23 12:02,"[{'events': '5_12', 'score': 1672, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_67', 'score': 822, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 736, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 736, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 629, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '73_74', 'score': 396, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_184', 'score': 372, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_6', 'score': 309, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 305, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_8', 'score': 298, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],45065,2022-08-23 12:01:25,frontend-579b9bff58-t2dbm,cpu_contention
2022-08-23 12:03,"[{'events': '5_12', 'score': 1679, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_67', 'score': 802, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 733, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 733, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 621, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '73_74', 'score': 436, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_184', 'score': 366, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 330, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_6', 'score': 304, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_8', 'score': 293, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],44505,2022-08-23 12:01:25,frontend-579b9bff58-t2dbm,cpu_contention
2022-08-23 12:11,"[{'events': '47_48', 'score': 1537, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 1537, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 1308, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 1307, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 1307, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 514, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 486, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': 320, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '186_82', 'score': 259, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 257, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 259, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",30099,2022-08-23 12:10:21,frontend-579b9bff58-t2dbm,return
2022-08-23 12:12,"[{'events': '47_48', 'score': 1576, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 1576, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': 1355, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 1355, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 318, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': 304, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '186_82', 'score': 242, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '83_84', 'score': 234, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '85_86', 'score': 234, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '85_87', 'score': 234, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 242, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",31696,2022-08-23 12:10:21,frontend-579b9bff58-t2dbm,return
2022-08-23 12:19,"[{'events': '5_12', 'score': 1901, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_67', 'score': 868, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 466, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 466, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_184', 'score': 402, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 382, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '5_6', 'score': 332, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_8', 'score': 317, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 304, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_10', 'score': 293, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],49411,2022-08-23 12:18:23,frontend-579b9bff58-t2dbm,cpu_consumed
2022-08-23 12:20,"[{'events': '5_12', 'score': 1902, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_67', 'score': 843, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 453, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 453, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_184', 'score': 405, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 354, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_6', 'score': 335, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_8', 'score': 318, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '5_10', 'score': 297, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 258, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],49458,2022-08-23 12:18:23,frontend-579b9bff58-t2dbm,cpu_consumed
2022-08-23 12:28,"[{'events': '73_74', 'score': -166, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -83, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -83, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -72, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 44, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 44, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 33, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 26, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 26, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': -18, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 17, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",55122,2022-08-23 12:27:23,frontend-579b9bff58-t2dbm,exception
2022-08-23 12:29,"[{'events': '73_74', 'score': -128, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 103, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 103, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': 88, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 88, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -64, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -64, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -48, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '10_11', 'score': 21, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '10_26', 'score': 21, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 18, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",54170,2022-08-23 12:27:23,frontend-579b9bff58-t2dbm,exception
2022-08-23 12:36,"[{'events': '73_74', 'score': -246, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -141, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -123, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -123, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -44, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -44, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': -31, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '4_5', 'score': -31, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': -26, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': -22, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],57217,2022-08-23 12:35:57,cartservice-579f59597d-wc2lz,network_delay
2022-08-23 12:37,"[{'events': '47_48', 'score': 92, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 92, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 78, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 72, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 72, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 34, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 31, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 17, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 17, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '6_7', 'score': 14, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],52765,2022-08-23 12:35:57,cartservice-579f59597d-wc2lz,network_delay
2022-08-23 12:46,"[{'events': '25_184', 'score': 429, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz'}, {'events': '47_48', 'score': -164, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -164, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': -153, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -153, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '81_184', 'score': 63, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz'}, {'events': '73_74', 'score': -26, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -26, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': -23, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '4_5', 'score': -23, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],57114,2022-08-23 12:45:08,cartservice-579f59597d-wc2lz,cpu_contention
2022-08-23 12:47,"[{'events': '25_184', 'score': 413, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz'}, {'events': '81_184', 'score': 52, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz'}, {'events': '12_13', 'score': -23, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -23, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': 19, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '170_184', 'score': 17, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz'}, {'events': '47_48', 'score': -17, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -17, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '83_84', 'score': 16, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '85_86', 'score': 16, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],54713,2022-08-23 12:45:08,cartservice-579f59597d-wc2lz,cpu_contention
2022-08-23 12:54,"[{'events': '47_48', 'score': -77, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -77, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': -64, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': -63, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -63, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': -20, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '4_5', 'score': -20, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -17, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': -15, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '96_92', 'score': -14, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}]","[{'events': '2_185', 'score': 1, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",55993,2022-08-23 12:53:52,checkoutservice-578fcf4766-9csqn,network_delay
2022-08-23 12:55,"[{'events': '12_13', 'score': -68, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -68, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 58, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -54, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -54, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '96_92', 'score': -30, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '91_93', 'score': -30, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '67_68', 'score': 29, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 29, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '145_146', 'score': 25, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],54817,2022-08-23 12:53:52,checkoutservice-578fcf4766-9csqn,network_delay
2022-08-23 13:03,"[{'events': '73_74', 'score': -210, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': -113, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '67_68', 'score': -105, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -105, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -98, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -98, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -90, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': -86, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -86, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '145_146', 'score': -28, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 19, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '153_188', 'score': 19, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",55745,2022-08-23 13:02:09,checkoutservice-578fcf4766-9csqn,exception
2022-08-23 13:04,"[{'events': '73_74', 'score': -566, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -283, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -283, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -249, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': -55, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '145_146', 'score': -40, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_122', 'score': -40, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': -40, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '6_7', 'score': 34, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '6_16', 'score': 34, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 18, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '153_188', 'score': 18, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",56286,2022-08-23 13:02:09,checkoutservice-578fcf4766-9csqn,exception
2022-08-23 13:11,"[{'events': '73_74', 'score': -208, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -104, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -104, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -85, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 76, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 76, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': 68, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 68, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '10_11', 'score': 23, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '10_26', 'score': 23, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '2_185', 'score': 16, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '153_189', 'score': 16, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",54248,2022-08-23 13:10:36,checkoutservice-578fcf4766-9csqn,return
2022-08-23 13:12,"[{'events': '73_74', 'score': -428, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -214, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -214, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -198, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': -89, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '47_48', 'score': -73, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -73, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': -58, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -58, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': -33, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}]","[{'events': '2_185', 'score': 16, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '153_189', 'score': 16, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",56875,2022-08-23 13:10:36,checkoutservice-578fcf4766-9csqn,return
2022-08-23 13:20,"[{'events': '47_48', 'score': -249, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -249, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': -224, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -224, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': -192, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -124, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -96, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -96, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '148_184', 'score': 62, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '1_2', 'score': -47, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],59708,2022-08-23 13:19:06,checkoutservice-578fcf4766-9csqn,cpu_consumed
2022-08-23 13:21,"[{'events': '148_184', 'score': 67, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '144_121', 'score': 48, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '144_145', 'score': 48, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '140_184', 'score': 19, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '140_119', 'score': 19, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '144_184', 'score': 19, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '152_184', 'score': 19, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '152_123', 'score': 19, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '136_137', 'score': 19, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '136_141', 'score': 19, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn'}]",[],55505,2022-08-23 13:19:06,checkoutservice-578fcf4766-9csqn,cpu_consumed
2022-08-23 13:28,"[{'events': '75_184', 'score': 1476, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '72_73', 'score': 1476, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '22_184', 'score': 1054, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '72_19', 'score': 738, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '47_48', 'score': 634, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 634, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 534, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 516, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 516, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '18_19', 'score': 316, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",[],47191,2022-08-23 13:27:51,currencyservice-cf787dd48-vpjrd,cpu_contention
2022-08-23 13:29,"[{'events': '47_48', 'score': 1996, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 1996, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 1700, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 1663, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 1663, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 1356, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '19_20', 'score': 974, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '75_184', 'score': 684, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '72_73', 'score': 684, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '67_68', 'score': 678, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],18678,2022-08-23 13:27:51,currencyservice-cf787dd48-vpjrd,cpu_contention
