abnormal_time,inject_pod,inject_time,inject_type,normal_time,result_list,root_cause
2022-08-23 12:55,checkoutservice-578fcf4766-9csqn,2022-08-23 12:53:52,network_delay,2022-08-23 17:00,"[{'events': '158_65', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '158_199'}, {'events': '154_71', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '154_199'}, {'events': '156_69', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '156_199'}, {'events': '160_67', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '160_199'}, {'events': '152_72', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '152_199'}, {'events': '162_62', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '162_199'}, {'events': '177_59', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '177_199'}, {'events': '179_57', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '179_199'}, {'events': '181_55', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '181_199'}, {'events': '142_74', 'score': 1.0, 'deepth': 2, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '142_199'}]",['NetworkP90(ms)']
2022-08-23 13:03,checkoutservice-578fcf4766-9csqn,2022-08-23 13:02:09,exception,2022-08-23 17:00,"[{'events': '62_61', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'events_actual': '62_189'}, {'events': '62_150', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'events_actual': '62_189'}, {'events': '73_60', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'events_actual': '73_143'}, {'events': '50_49', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '50_139'}, {'events': '23_100', 'score': 0.7073170731707317, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]","['Start charge card', 'Charge successfully']"
2022-08-23 13:04,checkoutservice-578fcf4766-9csqn,2022-08-23 13:02:09,exception,2022-08-23 17:00,"[{'events': '62_61', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'events_actual': '62_189'}, {'events': '62_150', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'events_actual': '62_189'}, {'events': '73_60', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'events_actual': '73_143'}, {'events': '50_49', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '50_139'}, {'events': '23_100', 'score': 0.6904761904761905, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '24_100', 'score': 0.6363636363636364, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]","['Start charge card', 'Charge successfully']"
2022-08-23 13:11,checkoutservice-578fcf4766-9csqn,2022-08-23 13:10:36,return,2022-08-23 17:00,"[{'events': '62_61', 'score': 0.9, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'events_actual': '62_164'}, {'events': '73_60', 'score': 0.9, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'events_actual': '73_143'}, {'events': '50_49', 'score': 0.9, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '50_139'}, {'events': '23_100', 'score': 0.6170212765957447, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '24_100', 'score': 0.6086956521739131, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]","['Start charge card', 'Charge successfully']"
2022-08-23 13:12,checkoutservice-578fcf4766-9csqn,2022-08-23 13:10:36,return,2022-08-23 17:00,"[{'events': '62_61', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'events_actual': '62_164'}, {'events': '73_60', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'events_actual': '73_143'}, {'events': '50_49', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '50_139'}, {'events': '24_100', 'score': 0.6363636363636364, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]","['Start charge card', 'Charge successfully']"
2022-08-23 13:20,checkoutservice-578fcf4766-9csqn,2022-08-23 13:19:06,cpu_consumed,2022-08-23 17:00,"[{'events': '158_65', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '158_197'}, {'events': '154_71', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '154_197'}, {'events': '156_69', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '156_197'}, {'events': '160_67', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '160_197'}, {'events': '152_72', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '152_197'}, {'events': '162_62', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '162_197'}, {'events': '177_59', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '177_197'}, {'events': '179_57', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '179_197'}, {'events': '181_55', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '181_197'}, {'events': '142_74', 'score': 1.0, 'deepth': 2, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '142_197'}]",['CpuUsageRate(%)']
2022-08-23 13:21,checkoutservice-578fcf4766-9csqn,2022-08-23 13:19:06,cpu_consumed,2022-08-23 17:00,"[{'events': '158_65', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '158_197'}, {'events': '154_71', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '154_197'}, {'events': '156_69', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '156_197'}, {'events': '160_67', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '160_197'}, {'events': '152_72', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '152_197'}, {'events': '162_62', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '162_197'}, {'events': '177_59', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '177_197'}, {'events': '179_57', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '179_197'}, {'events': '181_55', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '181_197'}, {'events': '142_74', 'score': 1.0, 'deepth': 2, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '142_197'}]",['CpuUsageRate(%)']
2022-08-23 13:28,currencyservice-cf787dd48-vpjrd,2022-08-23 13:27:51,cpu_contention,2022-08-23 17:00,"[{'events': '104_23', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '104_197'}, {'events': '104_100', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '104_197'}, {'events': '98_24', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '98_197'}, {'events': '98_100', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '98_197'}, {'events': '104_106', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '104_197'}, {'events': '4_40', 'score': 0.6271186440677966, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '69_146', 'score': 0.6216216216216216, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '69_158', 'score': 0.6216216216216216, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '28_208', 'score': 0.6, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '136_198', 'score': 0.6, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}]",['CpuUsageRate(%)']
2022-08-23 13:29,currencyservice-cf787dd48-vpjrd,2022-08-23 13:27:51,cpu_contention,2022-08-23 17:00,"[{'events': '104_23', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '104_197'}, {'events': '104_100', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '104_197'}, {'events': '98_24', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '98_197'}, {'events': '98_100', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '98_197'}, {'events': '104_106', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '104_197'}, {'events': '69_146', 'score': 0.8363636363636363, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '69_158', 'score': 0.8363636363636363, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '4_40', 'score': 0.8043478260869565, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '4_38', 'score': 0.7890625, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '198_120', 'score': 0.7864077669902912, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}]",['CpuUsageRate(%)']
2022-08-23 13:38,currencyservice-cf787dd48-vpjrd,2022-08-23 13:37:08,network_delay,2022-08-23 17:00,"[{'events': '104_23', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '104_199'}, {'events': '104_100', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '104_199'}, {'events': '98_24', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '98_199'}, {'events': '98_100', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '98_199'}, {'events': '104_106', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '104_199'}, {'events': '4_40', 'score': 0.6491228070175439, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '28_208', 'score': 0.6352941176470588, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '136_198', 'score': 0.6352941176470588, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '27_137', 'score': 0.6352941176470588, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '4_42', 'score': 0.6352941176470588, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",['NetworkP90(ms)']
2022-08-23 13:39,currencyservice-cf787dd48-vpjrd,2022-08-23 13:37:08,network_delay,2022-08-23 17:00,"[{'events': '104_23', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '104_199'}, {'events': '104_100', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '104_199'}, {'events': '98_24', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '98_199'}, {'events': '98_100', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '98_199'}, {'events': '104_106', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '104_199'}, {'events': '69_146', 'score': 0.6666666666666666, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '69_158', 'score': 0.6666666666666666, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '4_40', 'score': 0.6379310344827587, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '198_120', 'score': 0.6311688311688312, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '28_119', 'score': 0.6311688311688312, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}]",['NetworkP90(ms)']
2022-08-23 13:46,emailservice-55fdc5b988-f6xth,2022-08-23 13:45:53,cpu_contention,2022-08-23 17:00,"[{'events': '24_100', 'score': 0.6086956521739131, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '23_100', 'score': 0.6041666666666666, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-23 13:47,emailservice-55fdc5b988-f6xth,2022-08-23 13:45:53,cpu_contention,2022-08-23 17:00,"[{'events': '187_52', 'score': 1.0, 'deepth': 5, 'pod': 'emailservice-55fdc5b988-f6xth', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '187_197'}, {'events': '23_100', 'score': 0.725, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '24_100', 'score': 0.7, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-23 13:55,emailservice-55fdc5b988-f6xth,2022-08-23 13:54:37,network_delay,2022-08-23 17:00,"[{'events': '187_52', 'score': 1.0, 'deepth': 5, 'pod': 'emailservice-55fdc5b988-f6xth', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '187_199'}, {'events': '24_100', 'score': 0.7, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '23_100', 'score': 0.6904761904761905, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['NetworkP90(ms)']
2022-08-23 13:56,emailservice-55fdc5b988-f6xth,2022-08-23 13:54:37,network_delay,2022-08-23 17:00,"[{'events': '187_52', 'score': 1.0, 'deepth': 5, 'pod': 'emailservice-55fdc5b988-f6xth', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '187_199'}, {'events': '24_100', 'score': 0.7, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '23_100', 'score': 0.6041666666666666, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['NetworkP90(ms)']
2022-08-23 14:04,emailservice-55fdc5b988-f6xth,2022-08-23 14:03:48,cpu_consumed,2022-08-23 17:00,"[{'events': '187_52', 'score': 1.0, 'deepth': 5, 'pod': 'emailservice-55fdc5b988-f6xth', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '187_197'}, {'events': '23_100', 'score': 0.7073170731707317, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '24_100', 'score': 0.6086956521739131, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-23 14:05,emailservice-55fdc5b988-f6xth,2022-08-23 14:03:48,cpu_consumed,2022-08-23 17:00,"[{'events': '187_52', 'score': 1.0, 'deepth': 5, 'pod': 'emailservice-55fdc5b988-f6xth', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '187_197'}]",['CpuUsageRate(%)']
2022-08-23 14:13,paymentservice-9cdb6588f-554sm,2022-08-23 14:12:52,network_delay,2022-08-23 17:00,"[{'events': '165_48', 'score': 1.0, 'deepth': 5, 'pod': 'paymentservice-9cdb6588f-554sm', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '165_199'}, {'events': '24_100', 'score': 0.7, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '23_100', 'score': 0.6041666666666666, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['NetworkP90(ms)']
2022-08-23 14:14,paymentservice-9cdb6588f-554sm,2022-08-23 14:12:52,network_delay,2022-08-23 17:00,"[{'events': '165_48', 'score': 1.0, 'deepth': 5, 'pod': 'paymentservice-9cdb6588f-554sm', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '165_199'}, {'events': '23_100', 'score': 0.725, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '24_100', 'score': 0.6363636363636364, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['NetworkP90(ms)']
2022-08-23 14:22,paymentservice-9cdb6588f-554sm,2022-08-23 14:21:54,cpu_contention,2022-08-23 17:00,"[{'events': '165_48', 'score': 1.0, 'deepth': 5, 'pod': 'paymentservice-9cdb6588f-554sm', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '165_197'}, {'events': '23_100', 'score': 0.7073170731707317, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '24_100', 'score': 0.7, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-23 14:23,paymentservice-9cdb6588f-554sm,2022-08-23 14:21:54,cpu_contention,2022-08-23 17:00,"[{'events': '165_48', 'score': 1.0, 'deepth': 5, 'pod': 'paymentservice-9cdb6588f-554sm', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '165_197'}, {'events': '23_100', 'score': 0.6744186046511628, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '24_100', 'score': 0.6666666666666666, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-23 14:31,productcatalogservice-668d5f85fb-jhwx9,2022-08-23 14:30:10,network_delay,2022-08-23 17:00,"[{'events': '24_100', 'score': 0.6666666666666666, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['NetworkP90(ms)']
2022-08-23 14:32,productcatalogservice-668d5f85fb-jhwx9,2022-08-23 14:30:10,network_delay,2022-08-23 17:00,"[{'events': '24_100', 'score': 0.7, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['NetworkP90(ms)']
2022-08-23 14:48,productcatalogservice-668d5f85fb-jhwx9,2022-08-23 14:47:40,return,2022-08-23 17:00,"[{'events': '198_120', 'score': 0.81, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '28_119', 'score': 0.81, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '18_17', 'score': 0.81, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_192'}, {'events': '18_80', 'score': 0.81, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_192'}, {'events': '18_82', 'score': 0.81, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_192'}, {'events': '18_84', 'score': 0.81, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_192'}, {'events': '18_86', 'score': 0.81, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_192'}, {'events': '16_15', 'score': 0.81, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '120_198', 'score': 0.7904040404040404, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '27_26', 'score': 0.7904040404040404, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}]","['Query product with name', 'Query product successfully']"
2022-08-23 14:49,productcatalogservice-668d5f85fb-jhwx9,2022-08-23 14:47:40,return,2022-08-23 17:00,"[{'events': '8_214', 'score': 1.0, 'deepth': 7, 'pod': 'productcatalogservice-668d5f85fb-jhwx9', 'events_actual': '8_207'}, {'events': '69_158', 'score': 1.0, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn', 'events_actual': '69_206'}, {'events': '120_198', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '27_26', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '28_119', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '28_120', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '24_100', 'score': 1.0, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '38_84', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '38_195'}, {'events': '18_17', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_192'}, {'events': '18_80', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_192'}]","['Query product with name', 'Query product successfully']"
2022-08-23 14:56,productcatalogservice-668d5f85fb-jhwx9,2022-08-23 14:55:55,cpu_consumed,2022-08-23 17:00,"[{'events': '90_8', 'score': 1.0, 'deepth': 6, 'pod': 'productcatalogservice-668d5f85fb-jhwx9', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '90_197'}, {'events': '114_12', 'score': 1.0, 'deepth': 6, 'pod': 'productcatalogservice-668d5f85fb-jhwx9', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '114_197'}, {'events': '112_13', 'score': 1.0, 'deepth': 5, 'pod': 'productcatalogservice-668d5f85fb-jhwx9', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '112_197'}, {'events': '92_14', 'score': 1.0, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-jhwx9', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '92_197'}]",['CpuUsageRate(%)']
2022-08-23 14:57,productcatalogservice-668d5f85fb-jhwx9,2022-08-23 14:55:55,cpu_consumed,2022-08-23 17:00,"[{'events': '90_8', 'score': 1.0, 'deepth': 6, 'pod': 'productcatalogservice-668d5f85fb-jhwx9', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '90_197'}, {'events': '114_12', 'score': 1.0, 'deepth': 6, 'pod': 'productcatalogservice-668d5f85fb-jhwx9', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '114_197'}, {'events': '112_13', 'score': 1.0, 'deepth': 5, 'pod': 'productcatalogservice-668d5f85fb-jhwx9', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '112_197'}, {'events': '92_14', 'score': 1.0, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-jhwx9', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '92_197'}, {'events': '23_100', 'score': 0.6304347826086957, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
